Student_ID,Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,Stress_Level,GPA
1942,8.2,1.2,5.1,5.3,4.2,High,3.19
1943,6.1,3.7,8.6,4.3,1.3,Moderate,2.79
1944,7.6,0.7,6.5,1.9,7.3,Moderate,3
1945,5.8,0.8,8.9,1,7.5,Low,2.89
1946,9.9,1.3,5.6,3.4,3.8,High,3.43
1947,9.5,3.1,8.1,1,2.3,High,3.25
1948,8.4,2.9,9.8,0.8,2.1,High,3.28
1949,5.1,2.2,8.5,4.7,3.5,Low,2.64
1950,7.6,1.3,9.3,2.7,3.1,Moderate,2.98
1951,9,2.3,8.9,1.3,2.5,High,3.24
1952,7.7,0.9,7.4,1.9,6.1,Moderate,3.31
1953,6.3,3.9,5.8,4.7,3.3,High,2.73
1954,5.2,1.6,9.7,0.1,7.4,Low,2.95
1955,7.9,2,9.4,0.4,4.3,Moderate,3.42
1956,8.3,3.8,9.1,0.1,2.7,High,3.48
1957,7.4,1.6,6.6,2.7,5.7,Moderate,2.88
1958,9.9,0.4,9.6,2,2.1,High,3.09
1959,8.1,3.3,6.8,2.5,3.3,High,2.86
1960,9.6,3.3,5.5,0.6,5,High,3.19
1961,7.1,0.4,8.1,0.9,7.5,Moderate,3.02
1962,6.6,2.7,7.4,5.9,1.4,Moderate,2.99
1963,9.4,1.4,5.2,5.1,2.9,High,3.59
1964,9.5,0.9,9.5,1.3,2.8,High,3.24
1965,9.9,1.1,9.8,0.2,3,High,3.54
1966,7.4,0.9,8.5,1.1,6.1,Moderate,3.48
1967,7.8,1,9.8,0.2,5.2,Moderate,3.04
1968,7.1,0.9,7.5,5.2,3.3,Moderate,2.92
1969,8.6,2.3,5.4,4.2,3.5,High,3.38
1970,6.3,1.7,6.8,5.2,4,Moderate,2.84
1971,5.6,2.3,5.7,4.2,6.2,High,2.81
1972,7.4,3.7,7.6,2.6,2.7,Moderate,3.29
1973,7.9,2.8,5.5,4.9,2.9,High,3.03
1974,8.9,1.5,5.5,3.8,4.3,High,3.31
1975,9.4,3.6,9.8,1,0.2,High,3.32
1976,8,2.4,6.8,5.4,1.4,Moderate,3.42
1977,7.5,1.9,10,2.3,2.3,Moderate,3.14
1978,9.1,3.1,8.9,2.1,0.8,High,3.1
1979,6.3,3.4,9.5,0.9,3.9,Moderate,2.97
1980,8.2,2.2,5.3,4.5,3.8,High,3.43
1981,7.5,2.6,7.5,3,3.4,Moderate,3.02
1982,5.8,0.8,9.9,0.9,6.6,Low,2.71
1983,6.3,2.4,8.1,0.9,6.3,Moderate,3.07
1984,6.2,1.2,9.7,5,1.9,Moderate,3.06
1985,8.5,0.3,7.1,3.4,4.7,High,3.23
1986,8,1.3,8.9,4.9,0.9,Moderate,2.93
1987,6.6,3.4,5.5,5,3.5,High,2.9
1988,9.5,1.5,6.4,3,3.6,High,3.86
1989,7.3,1.4,8.5,4.6,2.2,Moderate,3.28
1990,7,2.7,7.4,6,0.9,Moderate,2.85
1991,8.6,3.8,9.2,2.2,0.2,High,3.26
1992,6.3,1.5,5.1,3.1,8,High,3.21
1993,7.5,2.1,9.9,4.1,0.4,Moderate,3.04
1994,7.1,1.4,9,3.1,3.4,Moderate,2.85
1995,7.9,3.4,9,0.5,3.2,Moderate,3.08
1996,6.5,0.2,7.4,2.1,7.8,Moderate,3.32
1997,6.3,2.8,8.8,1.5,4.6,Moderate,2.65
1998,6.2,0,6.2,0.8,10.8,Moderate,3.14
1999,8.1,0.7,7.6,3.5,4.1,High,3.04
2000,9,1.7,7.3,3.1,2.9,High,3.58
